Company,Ratings,Founded,Indian_Headquarter_City,Indian_Headquarter_Country,Main_Headquarter_City,Main_Headquarter_Country,Indian_Employee_Count,Global_Employee_Count,Industry,Highly_Rated,Critically_Rated,Job_Security_Rating,WorkLife_Rating,Company_Culture_Rating,Skill_Development_Rating,Work_Satisfaction_Rating,Compensation_Rating,Career_Growth_Rating
TVS-Motor,3.8,1979.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,6522.0,5001-10000,Automobile,"Job security, Salary, Skill development",Promotions,3.8,3.5,3.6,3.8,3.5,3.8,3.3
Persistent-Systems,3.6,1990.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,22205.0,10001-50000,IT Services & Consulting,,,3.2,3.6,3.5,3.5,3.3,3.3,3.0
State-Bank-of-India,3.8,1806.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,236226.0,100001+,Banking,"Job security, Salary, Skill development",,4.0,3.6,3.6,3.8,3.6,3.8,3.5
Atos,3.8,2000.0,"Navi Mumbai, Maharashtra",India,"Navi Mumbai, Maharashtra",India,17647.0,100001+,IT Services & Consulting,Work-life balance,"Promotions, Salary",3.5,4.1,3.7,3.6,3.6,3.3,3.0
KEC-International,4.0,1945.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,6709.0,5001-10000,Engineering & Construction,"Job security, Salary, Company culture",Promotions,4.1,3.8,3.8,3.8,3.7,4.0,3.2
vivo,4.1,2009.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,8000.0,10001-50000,Consumer Electronics & Appliances,"Company culture, Skill development, Work-life balance",,3.7,3.8,3.9,3.9,3.7,3.7,3.4
ITC-Infotech,3.8,2000.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,12301.0,10001-50000,IT Services & Consulting,"Work-life balance, Job security",Promotions,3.8,3.9,3.7,3.6,3.6,3.6,3.3
Amdocs,3.6,1982.0,"Pune, Maharashtra",India,"Chesterfield,Missouri",United States,11200.0,10001-50000,Software Product,Company culture,"Promotions, Job security, Work satisfaction",3.2,3.6,3.8,3.3,3.3,3.4,2.9
Ecom-Express,4.1,2012.0,"Gurgaon,Haryana",India,"Gurgaon,Haryana",Array,24336.0,10001-50000,Logistics,"Work-life balance, Company culture, Salary",,3.5,4.0,3.9,3.9,3.9,3.9,3.6
JBM-Group,3.9,1983.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,25000.0,10001-50000,Auto Components,,,4.0,3.7,3.6,3.8,3.7,3.5,3.3
Varun-Beverages,4.0,1995.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,10000.0,10001-50000,Beverage,"Job security, Work-life balance, Skill development",Promotions,4.0,3.8,3.7,3.8,3.7,3.7,3.3
Eviden,3.6,,,,,,4200.0,,IT Services & Consulting,Work-life balance,"Promotions, Salary",3.4,3.8,3.6,3.5,3.4,3.1,2.8
Nagarro,3.9,1996.0,,,"Munich, Bavaria",Germany,11934.0,10001-50000,IT Services & Consulting,"Company culture, Work-life balance",Promotions,3.7,4.0,4.0,3.7,3.7,3.7,3.3
Utkarsh-Small-Finance-Bank,3.6,2009.0,"Varanasi,Uttar Pradesh",India,"Varanasi,Uttar Pradesh",India,19779.0,1001-5000,Banking,Promotions,,3.5,3.5,3.4,3.4,3.4,3.5,3.2
Randstad,3.7,1992.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,70000.0,10001-50000,Recruitment,"Promotions, Job security",,3.2,3.7,3.5,3.4,3.4,3.5,3.0
Bosch,4.1,1886.0,,,"Gerlingen, Baden-Wuerttemberg",Germany,5742.0,100001+,Auto Components,"Work-life balance, Company culture, Job security",Promotions,3.9,4.1,4.0,3.9,3.8,3.8,3.3
EY-Global-Delivery-Services-(-EY-GDS),3.5,,,,,,,,,,,,,,,,,
Hewlett-Packard-Enterprise,4.0,2015.0,"Bengaluru/Bangalore, Karnataka",India,"Houston,Texas",United States,14000.0,50001-100000,IT Services & Consulting,"Company culture, Work-life balance, Job security",Promotions,3.8,4.1,4.1,3.7,3.8,3.5,3.1
L&T-Finance,3.9,,,,,,,,,,,,,,,,,
Aditya-Birla-Fashion-and-Retail,4.0,1988.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,26965.0,10001-50000,Fashion & Textile,,,4.0,3.9,3.9,4.0,3.8,3.7,3.4
Havells,3.9,1983.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,7532.0,5001-10000,Electrical Equipment,"Salary, Work-life balance",,3.6,3.8,3.7,3.7,3.6,3.8,3.4
Cars24,3.4,2015.0,"Gurgaon,Haryana",India,"Gurgaon,Haryana",India,8000.0,1001-5000,Internet,"Job security, Promotions, Work satisfaction",,2.9,3.2,3.2,3.4,3.2,3.6,3.1
Mahindra-Logistics,3.7,1986.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,119343.0,100001+,IT Services & Consulting,"Promotions, Salary, Work satisfaction",,3.3,3.4,3.2,3.3,3.1,2.9,2.7
Intas-Pharmaceuticals,4.1,1977.0,"Ahmedabad, Gujrat",India,"Ahmedabad, Gujrat",India,17439.0,10001-50000,Pharma,"Job security, Salary, Work-life balance",,4.1,3.9,3.7,3.7,3.7,4.0,3.6
R1-RCM,3.8,2007.0,"Gurgaon / Gurugram, Haryana",India,"Murray, Utah",United States (USA),16575.0,10001-50000,BPO,Job security,Promotions,3.8,3.7,3.7,3.5,3.5,3.6,3.3
Home-Credit-Finance,4.0,2012.0,Gurugram,India,Gurugram,India,4000.0,10001-50000,NBFC,"Work-life balance, Company culture, Skill development",,3.6,4.0,3.9,3.9,3.8,3.7,3.5
Dell,3.8,1984.0,,,"Round Rock,Texas",United States,30960.0,100001+,Consumer Electronics & Appliances,"Work-life balance, Company culture","Promotions, Job security",3.3,3.9,3.8,3.6,3.6,3.6,3.0
Tata-AIA-Life-Insurance,3.9,2001.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,15510.0,10001-50000,Insurance,"Job security, Salary, Skill development",,3.8,3.6,3.7,3.8,3.5,3.8,3.5
Hetero,3.9,1993.0,"Hyderabad/Secunderabad, Telangana",India,"Hyderabad/Secunderabad, Telangana",India,3201.0,10001-50000,Pharma,,,4.1,3.8,3.6,3.7,3.6,3.5,3.3
Deutsche-Bank,3.9,1870.0,,,Frankfurt,Germany,23000.0,10001-50000,Banking,"Job security, Work-life balance, Company culture",Promotions,4.0,4.0,3.8,3.5,3.5,3.5,3.0
OPPO,3.9,2004.0,"Gurgaon / Gurugram, Haryana",India,"Dongguan, Guangdong",China,4089.0,10001-50000,Consumer Electronics & Appliances,Skill development,Promotions,3.4,3.7,3.6,3.8,3.6,3.5,3.2
Berger-Paints,3.7,1923.0,"Kolkata, West Bengal",India,"Kolkata, West Bengal",India,4760.0,1001-5000,Chemicals,,,3.6,3.3,3.4,3.6,3.4,3.6,3.2
Hyundai-Motor-India-Limited,4.1,1967.0,"Gurugram, Haryana",India,"Gurugram, Haryana",,6081.0,10001-50000,Automobile,"Job security, Salary, Skill development",,4.1,3.9,3.9,4.0,3.9,4.0,3.5
Lenskart,3.3,2010.0,"Faridabad, Haryana",India,"Faridabad, Haryana",India,17607.0,10001-50000,Internet,,,3.1,3.1,3.0,3.3,3.0,3.3,2.8
Motilal-Oswal-Financial-Services,3.7,1987.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,10010.0,11-50,Financial Services,,,3.5,3.4,3.5,3.8,3.4,3.6,3.3
TeamLease-Services,3.9,2016.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,2263.0,1001-5000,Recruitment,Work-life balance,Promotions,3.6,3.8,3.7,3.7,3.7,3.7,3.1
VE-Commercial-Vehicles,3.9,2008.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,3099.0,10001-50000,Automobile,"Job security, Company culture, Skill development",Promotions,4.1,3.7,3.8,3.8,3.7,3.4,3.2
Thermax-Limited,4.2,,,,,,,,,,,,,,,,,
Carelon-Global-Solutions,3.9,,,,"Indianapolis, Indiana",United States,16913.0,"10,001+",IT Services & Consulting,"Company culture, Job security, Work-life balance",Promotions,3.9,3.9,3.9,3.5,3.6,3.8,3.1
Jubilant-Foods-Works,3.7,1995.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,10298.0,10001-50000,Hospitality,Promotions,,3.5,3.5,3.5,3.7,3.4,3.7,3.3
Macleods-Pharmaceuticals,3.7,1986.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,18001.0,10001-50000,Pharma,Job security,"Promotions, Company culture",3.9,3.5,3.3,3.5,3.5,3.5,3.2
Aakash-Educational-Services,3.2,1988.0,"New Delhi, Delhi",India,"New Delhi, Delhi",India,10191.0,10001-50000,Education & Training,"Promotions, Work-life balance, Job security",,2.9,2.9,3.0,3.2,3.0,3.5,2.7
Bajaj-Auto,3.8,1945.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,5598.0,10001-50000,Automobile,Promotions,,3.6,3.7,3.7,3.7,3.5,3.5,2.9
LG-Electronics,3.8,1958.0,,,"Seoul, Seoul",South Korea,3693.0,50001-100000,Consumer Electronics & Appliances,Job security,Promotions,3.8,3.5,3.6,3.7,3.5,3.7,3.3
Jindal-Steel-Limited,3.9,1979.0,"Delhi/NCR, New Delhi",India,"Delhi/NCR, New Delhi",India,5918.0,10001-50000,Iron & Steel,Skill development,,3.7,3.7,3.6,3.9,3.6,3.7,3.4
Kogta-Financial-India-Limited,4.7,1996.0,"Jaipur, Rajasthan",India,"Jaipur, Rajasthan",India,6139.0,5001-10000,NBFC,"Company culture, Work-life balance, Job security",,4.5,4.6,4.6,4.5,4.5,4.3,4.3
State-Street-Corporation,3.5,1792.0,,,"Boston,Massachusetts",United States,22000.0,100001+,Financial Services,"Promotions, Work satisfaction, Salary",,3.3,3.5,3.3,3.3,3.2,3.2,2.8
Hindalco-Industries,4.2,1958.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,22947.0,10001-50000,Metals & Mining,"Job security, Work-life balance, Skill development",,4.4,4.1,4.0,4.1,3.9,3.7,3.5
Cloudnine-Hospital,4.5,2007.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,5700.0,5001-10000,Healthcare,"Company culture, Job security, Skill development",,4.4,4.3,4.4,4.4,4.3,4.1,4.1
Royal-Enfield,4.2,1901.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,5178.0,5001-10000,Automobile,"Work-life balance, Skill development, Company culture",,3.8,4.0,3.9,4.0,3.9,3.7,3.4
HDFC-ERGO-General-Insurance,4.0,2002.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,10345.0,1001-5000,Insurance,"Company culture, Work-life balance, Job security",Promotions,3.8,3.9,3.9,3.7,3.7,3.6,3.3
John-Deere,4.0,2001.0,,,"Moline, Illinois",United States (USA),5500.0,10001-50000,Industrial Machinery,"Company culture, Work-life balance, Skill development",Promotions,3.6,4.0,4.1,3.9,3.7,3.7,3.1
DCB-Bank,3.8,1930.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,11012.0,5001-10000,Banking,,,3.6,3.8,3.7,3.6,3.5,3.7,3.4
Tata-Communications,3.9,1986.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,5852.0,5001-10000,Telecom,"Work-life balance, Company culture, Job security",Promotions,3.8,3.9,3.8,3.7,3.6,3.4,3.0
RBL-Bank,3.5,1943.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,14057.0,5001-10000,Banking,"Promotions, Work satisfaction, Company culture",,3.4,3.4,3.2,3.3,3.2,3.4,3.0
Cummins,4.3,1919.0,"Pune, Maharashtra",India,"Columbus, Indiana",United States (USA),3025.0,10001-50000,Industrial Machinery,"Company culture, Work-life balance, Skill development",,3.9,4.3,4.4,4.1,4.1,4.0,3.5
Publicis-Sapient,3.2,1990.0,"Bengaluru/Bangalore, Karnataka",India,"Boston, Massachusetts",,10001.0,10001-50000,IT Services & Consulting,,,2.9,3.3,3.2,3.4,3.1,3.4,2.5
Bank-of-America,4.1,1998.0,"Hyderabad / Secunderabad, Telangana",India,Charlotte,UnitedStates,27001.0,100001+,Banking,"Job security, Work-life balance, Company culture",Promotions,4.5,4.3,4.1,3.6,3.8,3.7,3.1
Alembic-Pharmaceuticals,3.9,1907.0,"Vadodara/Baroda, Gujrat",India,"Vadodara/Baroda, Gujrat",India,16571.0,5001-10000,Pharma,"Salary, Work-life balance",,3.5,3.8,3.7,3.7,3.6,4.0,3.5
Pidilite-Industries,4.2,1959.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,8153.0,5001-10000,Chemicals,,,4.3,4.2,4.1,4.0,4.0,3.8,3.4
Oyo-Rooms,3.0,2012.0,"Gurgaon,Haryana",India,"Gurgaon,Haryana",India,3100.0,10001-50000,Internet,"Job security, Work satisfaction, Promotions",,2.6,2.8,2.8,2.9,2.7,3.4,2.7
Grasim-Industries,4.0,1947.0,Nagda,India,Nagda,India,27327.0,10001-50000,Building Material,"Job security, Skill development, Company culture",Promotions,4.1,3.8,3.8,3.9,3.7,3.6,3.3
Aditya-Birla-Sun-Life-Insurance,4.0,2000.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,30075.0,10001-50000,Insurance,"Work-life balance, Company culture, Job security",,3.8,3.9,3.8,3.8,3.6,3.8,3.6
American-Express,4.1,1850.0,"Gurgaon / Gurugram, Haryana",India,"New York City,New York",United States,22750.0,50001-100000,Financial Services,"Company culture, Work-life balance, Job security",Promotions,4.0,4.1,4.1,3.7,3.8,4.0,3.3
Kyndryl,4.0,2022.0,,,"New York City, USA",,23725.0,10001-50000,IT Services & Consulting,"Work-life balance, Company culture, Skill development",Promotions,3.7,4.1,3.9,3.9,3.7,3.6,3.1
Subros,3.8,1985.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,3908.0,1001-5000,Auto Components,"Job security, Company culture, Skill development","Salary, Promotions",4.1,3.7,3.8,3.8,3.5,3.1,3.2
PNB-MetLife,3.3,2001.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,8774.0,10001-50000,Insurance,"Job security, Work satisfaction, Company culture",,3.0,3.2,3.1,3.3,3.1,3.5,3.2
ADP-Private-Limited,3.9,1949.0,"Hyderabad / Secunderabad, Telangana",India,"Roseland, New Jersey",,13001.0,50001-100000,Software Product,"Job security, Work-life balance, Company culture",Promotions,4.2,3.9,3.8,3.5,3.6,3.4,3.0
Altruist-Technologies,4.4,2005.0,"Chandigarh,Union Territory Of Chandigarh",India,"Chandigarh,Union Territory Of Chandigarh",India,14001.0,10001-50000,BPO,"Job security, Work-life balance, Skill development",,4.4,4.4,4.3,4.4,4.3,4.2,4.3
Aditya-Birla-Capital,3.8,2017.0,Mumbai,India,Mumbai,India,60187.0,10001-50000,NBFC,Promotions,,3.6,3.7,3.7,3.6,3.5,3.7,3.3
XpressBees,4.2,2015.0,"Pune,Maharashtra",India,"Pune,Maharashtra",India,8007.0,5001-10000,Logistics,"Work-life balance, Skill development, Company culture",,4.0,4.1,4.0,4.1,4.0,4.0,3.8
Viatris,4.1,1984.0,,,"Pittsburgh, Pennsylvania, United States",,9000.0,10001-50000,Pharma,,,4.0,3.9,3.8,3.7,3.8,4.2,3.6
Escorts-Kubota-Limited,4.1,1944.0,"Faridabad, Haryana",India,"Faridabad, Haryana",Array,17205.0,,Industrial Machinery,,,3.8,4.0,3.9,3.9,3.8,3.6,3.4
PVR-INOX,3.9,,,,,,,,,,,,,,,,,
Reliance-Communications,4.0,2002.0,"Navi Mumbai, Maharashtra",India,"Navi Mumbai, Maharashtra",India,464.0,1001-5000,Telecom,"Skill development, Company culture, Job security",,3.8,3.8,3.8,3.9,3.8,3.8,3.4
KPIT-Technologies,2.8,1990.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,9418.0,5001-10000,Software Product,"Promotions, Job security, Work satisfaction",,2.4,2.8,2.7,2.9,2.6,2.8,2.4
Maersk,4.0,1904.0,"Bengaluru/Bangalore, Karnataka",India,Copenhagen,Denmark,16159.0,100001+,Logistics,,,3.6,4.0,4.0,3.7,3.7,3.7,3.1
Birlasoft,3.4,1995.0,"Pune, Maharashtra",India,"Pune, Maharashtra",India,10882.0,5001-10000,IT Services & Consulting,"Promotions, Salary, Work satisfaction",,3.3,3.6,3.3,3.3,3.2,3.1,2.6
Synechron,3.4,2001.0,"Pune, Maharashtra",India,"New York, New York",United States (USA),10173.0,10001-50000,IT Services & Consulting,"Job security, Promotions, Work satisfaction",,2.7,3.5,3.4,3.4,3.2,3.6,2.9
JK-Cement,4.0,1975.0,"Kamla Tower, Kanpur",India,"Gurgaon / Gurugram, Haryana",India,4854.0,1001-5000,Building Material,Salary,,3.7,3.7,3.7,3.7,3.7,4.0,3.5
Glenmark-Pharmaceuticals,3.8,1977.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,13477.0,10001-50000,Pharma,Promotions,,3.6,3.6,3.6,3.7,3.5,3.7,3.2
Kotak-Mahindra-Life-Insurance-Company,3.5,2001.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,16000.0,10001-50000,Insurance,"Promotions, Work satisfaction, Work-life balance",,3.5,3.3,3.3,3.4,3.2,3.3,3.1
Bharat-Electronics,4.2,1954.0,"Bangalore/Bengaluru, Karnataka",India,"Bangalore/Bengaluru, Karnataka",India,11199.0,10001-50000,Electronics Manufacturing,"Work-life balance, Company culture, Skill development",,3.8,4.2,4.0,3.9,3.9,3.8,3.5
Sodexo,4.0,1966.0,,,Issy les Moulineaux,France,58000.0,100001+,Facility Management Services,"Company culture, Work-life balance, Job security",,3.8,3.9,3.9,3.8,3.8,3.7,3.4
Dabur,3.8,1884.0,"Ghaziabad, Uttar Pradesh",India,"Ghaziabad, Uttar Pradesh",India,5343.0,5001-10000,FMCG,Salary,Promotions,3.7,3.6,3.5,3.6,3.5,3.8,3.2
Cogent-E-Services,3.1,2004.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,20001.0,10001-50000,BPO,"Work satisfaction, Promotions, Salary",,3.1,3.0,2.9,3.1,2.9,2.9,2.9
Godrej-&-Boyce-Manufacturing,3.9,1897.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,17263.0,10001-50000,Consumer Electronics & Appliances,Job security,Promotions,4.1,3.7,3.7,3.7,3.6,3.5,3.1
Abbott,4.1,1910.0,"Mumbai, Maharashtra",India,"Illinois City, Illinois",United States (USA),3659.0,10001-50000,Pharma,"Salary, Work-life balance, Skill development",Promotions,3.7,4.0,3.9,4.0,3.8,4.0,3.2
PhonePe,4.0,2015.0,"Bangalore,Karnataka",India,"Bangalore,Karnataka",India,20001.0,1001-5000,FinTech,"Salary, Work-life balance, Company culture",,3.8,3.9,3.8,3.8,3.7,4.0,3.5
Samvardhana-Motherson-Group,3.7,1986.0,"Noida, Uttar Pradesh",India,"Noida, Uttar Pradesh",India,89652.0,100001+,Auto Components,Job security,Promotions,4.1,3.5,3.4,3.5,3.4,3.4,3.3
Ipca-Laboratories,3.8,1949.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,16914.0,10001-50000,Pharma,"Job security, Work-life balance","Promotions, Salary",4.1,3.9,3.7,3.7,3.7,3.1,3.0
Aarti-Industries,4.1,1975.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,5868.0,1001-5000,Agro Chemicals,"Job security, Work-life balance, Company culture",,4.3,4.1,4.0,4.0,3.9,3.5,3.5
Reliance-Projects-&-Property-Management-Services,4.0,,,,,,20000.0,,Other,"Job security, Skill development, Company culture",Promotions,3.9,3.8,3.8,3.9,3.7,3.7,3.2
Blinkit,3.8,2013.0,"Gurgaon,Haryana",India,"Gurgaon,Haryana",India,5975.0,1001-5000,Internet,"Salary, Skill development",Promotions,3.4,3.5,3.5,3.8,3.5,3.8,3.3
UNO-Minda,4.0,1958.0,Gurgaon,India,Gurgaon,India,13445.0,10001-50000,Auto Components,"Job security, Company culture, Skill development",,4.1,3.7,3.8,3.8,3.7,3.7,3.4
Reliance-Digital,4.1,2007.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,9054.0,5001-10000,Retail,"Skill development, Job security, Company culture",,4.1,4.0,4.0,4.2,3.9,3.6,3.5
IGT-Solutions,3.2,1998.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,9387.0,10001-50000,BPO,"Promotions, Salary, Work satisfaction",,3.1,3.1,3.0,3.1,3.0,2.8,2.7
MRF-Tyres,3.6,1946.0,"Chennai, Tamil Nadu",India,"Chennai, Tamil Nadu",India,17850.0,10001-50000,Auto Components,"Work satisfaction, Company culture, Promotions",,3.7,3.2,3.1,3.3,3.1,3.7,3.2
Indian-Oil-Corporation,4.3,1959.0,"Delhi/NCR, Delhi",India,"Delhi/NCR, Delhi",India,29941.0,10001-50000,Oil & Gas,"Company culture, Work-life balance, Job security",,4.1,4.2,4.2,4.1,4.1,4.0,3.7
ArcelorMittal-Nippon-Steel-India,4.1,,,,,,,,,,,,,,,,,
Johnson-Controls,3.5,1885.0,"Pune, Maharashtra",India,"Cork, Ireland",,7427.0,50001-100000,Industrial Automation,,,3.3,3.5,3.3,3.3,3.3,3.5,3.0
Alkem-Laboratories,3.9,1973.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,18785.0,10001-50000,Pharma,,,3.5,3.8,3.6,3.7,3.6,3.8,3.4
"NTT-DATA,-Inc.",3.9,,,,,,,,,,,,,,,,,
Honda-Motorcycle-&-Scooter,4.1,2001.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,23000.0,5001-10000,Automobile,"Job security, Company culture, Work-life balance",,4.1,4.0,4.0,3.8,3.8,3.9,3.4
[24]7.ai,3.4,,,,,,,,,,,,,,,,,
Vishal-Mega-Mart,3.7,2008.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,18029.0,10001-50000,Retail,Salary,,3.4,3.5,3.5,3.6,3.5,3.9,3.5
UBS,3.8,1998.0,,,Zurich,Switzerland,15001.0,50001-100000,Financial Services,"Work-life balance, Company culture",Promotions,3.4,4.0,3.8,3.5,3.5,3.6,2.9
Hindustan-Coca-Cola-Beverages,4.0,1997.0,Bangalore,India,Bangalore,India,5001.0,5001-10000,Beverage,"Salary, Skill development, Company culture",Promotions,3.8,3.7,3.8,3.9,3.7,4.0,3.3
Barclays,3.7,1690.0,,,London,UnitedKingdom,30000.0,50001-100000,Banking,Work-life balance,"Promotions, Skill development",3.7,3.8,3.6,3.3,3.4,3.7,2.9
Bajaj-General-Insurance-Limited,3.7,,,,,,9799.0,,Insurance,"Promotions, Work satisfaction",,3.5,3.4,3.5,3.6,3.3,3.7,3.2
IndusInd-Nippon-Life-Insurance,3.4,,,,,,,,,"Job security, Work satisfaction, Promotions",,,,,,,,
ABB,4.0,,,,Zurich,Switzerland,3625.0,100001+,Industrial Machinery,,,4.0,4.0,3.9,3.8,3.8,3.6,3.2
DTDC-Express,3.7,1988.0,,,,,,,,,,,,,,,,
Ceat-Tyres,3.9,,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,9428.0,5001-10000,Auto Components,"Job security, Company culture, Skill development","Promotions, Salary",4.0,3.7,3.9,3.8,3.5,3.3,3.1
Ford-Motor,4.2,1958.0,,,"Dearborn, Michigan",United States (USA),14000.0,100001+,Automobile,"Company culture, Work-life balance, Salary",,3.9,4.2,4.3,3.9,3.9,4.0,3.4
TVS-Credit-Services-Ltd,4.2,1903.0,"Chennai,Tamil Nadu",India,"Chennai,Tamil Nadu",India,15001.0,10001-50000,NBFC,,,4.0,4.0,4.0,4.0,3.9,4.1,3.6
NatWest-Group,3.9,2010.0,,,"Edinburgh, Scotland",,17001.0,10001-50000,Banking,"Work-life balance, Job security, Company culture","Promotions, Salary",4.1,4.2,4.0,3.6,3.6,3.3,2.9
RSPL-Group,4.1,,"Gurgaon / Gurugram, Haryana",India,"Kanpur, Uttar Pradesh",India,25001.0,100001+,FMCG,"Job security, Work-life balance, Company culture",,4.0,3.9,3.8,3.8,3.8,3.7,3.4
AGS-Health,4.0,1987.0,"Chennai, Tamil Nadu",India,Washington DC,United States (USA),13228.0,10001-50000,Analytics & KPO,"Company culture, Job security, Work-life balance",,3.9,3.9,4.0,3.8,3.8,3.5,3.4
HARMAN,3.8,2011.0,"Bangalore / Bengaluru, Karnataka",India,"Stamford, Connecticut",United States (USA),10000.0,10001-50000,Consumer Electronics & Appliances,"Work-life balance, Company culture",Promotions,3.5,3.9,3.8,3.5,3.5,3.7,3.2
Croma,3.8,2009.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,13790.0,1001-5000,Retail,,,3.8,3.8,3.6,3.8,3.6,3.5,3.2
Niva-Bupa-Health-Insurance-Company,4.0,2006.0,,,,,,,,,,,,,,,,
Conduent,3.4,,"Bengaluru/Bangalore, Karnataka",India,"Florham Park, New Jersey",United States (USA),11001.0,50001-100000,BPO,,,3.6,3.7,3.4,3.1,3.2,2.8,2.4
Alstom-Transportation,3.7,2017.0,"Bengaluru/Bangalore, Karnataka",India,"Saint-Ouen, France",France,10501.0,50001-100000,Engineering & Construction,Job security,Promotions,3.9,3.6,3.5,3.5,3.4,3.6,3.0
InterGlobe-Aviation,3.5,1928.0,"Gurgaon/Gurugram, Haryana",India,"Gurgaon/Gurugram, Haryana",India,9387.0,10001-50000,BPO,"Promotions, Salary, Work satisfaction",,3.1,3.1,3.0,3.1,3.0,2.8,2.7
Indian-Air-Force,4.6,1998.0,"New Delhi, Delhi",India,"New Delhi, Delhi",India,135000.0,100001+,Defence & Aerospace,"Job security, Company culture, Salary",,4.7,4.2,4.3,4.3,4.2,4.3,3.8
Tata-Technologies,3.4,1932.0,"Pune, Maharashtra",India,Singapore,Singapore,10421.0,5001-10000,Engineering & Construction,"Promotions, Salary, Work satisfaction",,3.6,3.7,3.4,3.2,3.2,2.9,2.6
Tata-AIG,4.0,1989.0,"Mumbai, Maharashtra",India,"Mumbai, Maharashtra",India,8965.0,5001-10000,Insurance,"Job security, Company culture, Work-life balance",Promotions,4.1,3.9,3.9,3.8,3.7,3.6,3.2
GeBBS-Healthcare-Solutions,3.8,2000.0,"Navi Mumbai, Maharashtra",India,"East Haven, Connecticut",,8834.0,5001-10000,BPO,Job security,"Promotions, Salary",3.9,3.6,3.6,3.7,3.5,3.3,3.2
